upc,store,qty,price,name,datetime
489419056363,262,0,13,MS AZTEC STRIPE KG,2018-04-14 05:23:28.892474
489419056363,302,3,13,MS AZTEC STRIPE KG,2018-04-14 05:23:28.892590
489419056363,596,4,13,MS AZTEC STRIPE KG,2018-04-14 05:23:28.892716
489419056363,833,3,13,MS AZTEC STRIPE KG,2018-04-14 05:23:28.892832
51131576346,82,103,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.008418
51131576346,122,362,2,MAGIC TAPE 3PK,2018-04-14 05:25:50.008690
51131576346,188,147,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.008882
51131576346,196,136,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.009061
51131576346,216,226,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.009244
51131576346,222,88,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.009482
51131576346,224,275,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.009690
51131576346,233,128,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.009919
51131576346,237,531,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.010087
51131576346,252,100,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.010303
51131576346,262,867,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.010550
51131576346,302,169,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.010740
51131576346,352,131,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.010971
51131576346,596,41,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.011192
51131576346,833,342,2.47,MAGIC TAPE 3PK,2018-04-14 05:25:50.011386
51131576346,7072,11,1.5,MAGIC TAPE 3PK,2018-04-14 05:25:50.011672
51131707092,82,24,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.011863
51131707092,122,443,2,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.012082
51131707092,188,70,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.012315
51131707092,196,361,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.012535
51131707092,216,100,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.012719
51131707092,222,222,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.012901
51131707092,224,379,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.013110
51131707092,233,16,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.013310
51131707092,237,698,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.013500
51131707092,252,216,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.013735
51131707092,262,1725,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.013929
51131707092,302,262,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.014144
51131707092,352,48,2,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.014314
51131707092,596,81,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.014519
51131707092,833,124,2.47,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.014725
51131707092,7072,3,1.5,GIFTWRAP TAPE 3PK,2018-04-14 05:25:50.014911
10942221852,82,1,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.015109
10942221852,122,0,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.015407
10942221852,188,4,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.015705
10942221852,196,6,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.015957
10942221852,216,8,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.016203
10942221852,222,7,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.016396
10942221852,224,1,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.016593
10942221852,233,2,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.016796
10942221852,237,6,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.016995
10942221852,252,6,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.017202
10942221852,262,12,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.017415
10942221852,302,6,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.017602
10942221852,596,1,40,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.017842
10942221852,833,3,59,KRUPS 12C TURBO COFF,2018-04-14 05:25:50.018025
70183520022,82,62,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026351
70183520022,122,60,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026449
70183520022,188,79,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026550
70183520022,196,82,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026647
70183520022,216,27,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026758
70183520022,222,67,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026856
70183520022,224,76,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.026953
70183520022,233,9,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.027050
70183520022,237,24,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.027180
70183520022,252,68,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.027381
70183520022,262,32,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.027566
70183520022,302,16,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.027843
70183520022,352,15,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.028035
70183520022,596,50,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.028240
70183520022,833,15,16.88,RU 1.33GA W G W/WAND,2018-04-14 05:25:50.028411
86279003775,122,3,59,CUISINART 4SL TOASTR,2018-04-14 05:25:50.030967
86279003775,196,3,59,CUISINART 4SL TOASTR,2018-04-14 05:25:50.031176
86279003775,233,6,59,CUISINART 4SL TOASTR,2018-04-14 05:25:50.031396
86279003775,252,4,59,CUISINART 4SL TOASTR,2018-04-14 05:25:50.031573
86279003775,833,6,59,CUISINART 4SL TOASTR,2018-04-14 05:25:50.031867
845423013783,188,0,30,RAZ CARBON LUX SCT,2018-04-14 05:25:50.043473
845423013783,196,0,30,RAZ CARBON LUX SCT,2018-04-14 05:25:50.043698
71611366991,82,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044153
71611366991,122,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044302
71611366991,188,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044456
71611366991,196,1,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044556
71611366991,216,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044653
71611366991,222,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044750
71611366991,224,3,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044847
71611366991,233,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.044943
71611366991,237,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045040
71611366991,252,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045138
71611366991,262,3,6.5,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045288
71611366991,302,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045386
71611366991,352,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045483
71611366991,596,3,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045580
71611366991,833,0,7,PENN EURO 5Q 0W40 SN,2018-04-14 05:25:50.045677
19200842518,122,42,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.047530
19200842518,188,47,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.047686
19200842518,196,4,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.047786
19200842518,216,7,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.047883
19200842518,224,53,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048027
19200842518,233,5,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048125
19200842518,237,34,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048232
19200842518,252,2,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048332
19200842518,262,1,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048429
19200842518,302,5,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048569
19200842518,352,27,8.84,LYS WPS 3X80 20 LEM,2018-04-14 05:25:50.048667
19200842518,833,2,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048764
19200842518,3166,1,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.048899
19200842518,7072,2,8.84,LYS WPS 3X80 / 240CT,2018-04-14 05:25:50.049043
10942221845,196,0,40,KRUPS 12C THERMAL,2018-04-14 05:25:50.050355
10942221845,216,0,21,KRUPS 12C THERMAL,2018-04-14 05:25:50.050452
10942221845,222,0,21,KRUPS 12C THERMAL,2018-04-14 05:25:50.050593
10942221845,224,1,21,KRUPS 12C THERMAL,2018-04-14 05:25:50.050746
10942221845,262,0,15,KRUPS 12C THERMAL,2018-04-14 05:25:50.050885
10942221845,302,0,21,KRUPS 12C THERMAL,2018-04-14 05:25:50.051051
10942221845,833,0,21,KRUPS 12C THERMAL,2018-04-14 05:25:50.051158
71190006684,188,1,1.5,RR 3CT SOUP BONE BF,2018-04-14 05:25:50.052671
71190006684,196,-4,1.5,RR 3CT SOUP BONE BF,2018-04-14 05:25:50.052813
71190006684,216,0,1.5,RR 3CT SOUP BONE BF,2018-04-14 05:25:50.052911
71190006684,237,0,1.5,RR 3CT SOUP BONE BF,2018-04-14 05:25:50.053008
37000867555,3166,0,3.5,GAIN FLINGS MB 31CT,2018-04-14 05:25:50.057002
641330511301,196,0,9,ROYP SYN 5Q 10W30 SN,2018-04-14 05:25:50.057235
641330511301,222,0,9,ROYP SYN 5Q 10W30 SN,2018-04-14 05:25:50.057376
641330511301,224,1,9,ROYP SYN 5Q 10W30 SN,2018-04-14 05:25:50.057475
641330511301,237,0,19,ROYP SYN 5Q 10W30 SN,2018-04-14 05:25:50.057573
641330511301,262,0,9,ROYP SYN 5Q 10W30 SN,2018-04-14 05:25:50.057670
16000490864,82,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.049469
16000490864,122,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.049832
16000490864,188,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.050298
16000490864,196,2,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.050420
16000490864,216,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.050550
16000490864,222,8,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.050668
16000490864,224,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.050783
16000490864,233,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051161
16000490864,237,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051295
16000490864,252,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051424
16000490864,262,0,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051550
16000490864,302,-1,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051790
16000490864,833,1,0.91,REESE BUNNY 22.9,2018-04-14 06:54:31.051906
34000476039,82,28,0.87,REESE PB EGG,2018-04-14 17:09:17.197779
34000476039,122,-21,0.87,REESE PB EGG,2018-04-14 17:09:17.198141
34000476039,188,-41,0.87,REESE PB EGG,2018-04-14 17:09:17.199135
34000476039,196,5,0.87,REESE PB EGG,2018-04-14 17:09:17.199309
34000476039,216,206,0.87,REESE PB EGG,2018-04-14 17:09:17.199439
34000476039,222,79,0.87,REESE PB EGG,2018-04-14 17:09:17.199763
34000476039,224,6,0.87,REESE PB EGG,2018-04-14 17:09:17.199928
34000476039,233,11,0.87,REESE PB EGG,2018-04-14 17:09:17.200107
34000476039,237,-14,0.87,REESE PB EGG,2018-04-14 17:09:17.200287
34000476039,252,30,0.87,REESE PB EGG,2018-04-14 17:09:17.200450
34000476039,262,132,0.87,REESE PB EGG,2018-04-14 17:09:17.200597
34000476039,302,-5,0.87,REESE PB EGG,2018-04-14 17:09:17.200747
34000476039,352,-22,0.87,REESE PB EGG,2018-04-14 17:09:17.200902
34000476039,596,2,0.87,REESE PB EGG,2018-04-14 17:09:17.201034
34000476039,833,6,0.87,REESE PB EGG,2018-04-14 17:09:17.201159
34000476039,3166,-1,0.87,REESE PB EGG,2018-04-14 17:09:17.201279
34000476039,7072,11,0.87,REESE PB EGG,2018-04-14 17:09:17.201397
33317206667,596,1,125,TI-84PL/CE,2018-04-14 19:51:59.701826
85081055033,596,1,44.92,PW PAIGE 12 PC RED,2018-04-14 19:52:09.169710
616960147961,596,3,399,ST SAM GLXY S7 S930C,2018-04-14 19:52:23.797781
73502044322,82,1,75,HV REWIND BLUE,2018-04-15 02:59:31.405029
73502044322,122,3,88,HV REWIND BLUE,2018-04-15 02:59:31.405389
73502044322,188,4,66,HV REWIND BLUE,2018-04-15 02:59:31.405560
73502044322,196,2,66,HV REWIND BLUE,2018-04-15 02:59:31.405746
73502044322,216,3,66,HV REWIND BLUE,2018-04-15 02:59:31.405875
73502044322,222,6,66,HV REWIND BLUE,2018-04-15 02:59:31.406170
73502044322,224,0,66,HV REWIND BLUE,2018-04-15 02:59:31.406291
73502044322,233,2,60,HV REWIND BLUE,2018-04-15 02:59:31.406407
73502044322,237,25,50,HV REWIND BLUE,2018-04-15 02:59:31.406536
73502044322,252,3,88,HV REWIND BLUE,2018-04-15 02:59:31.406664
73502044322,262,1,50,HV REWIND BLUE,2018-04-15 02:59:31.406894
73502044322,302,3,66,HV REWIND BLUE,2018-04-15 02:59:31.407012
73502044322,352,3,88,HV REWIND BLUE,2018-04-15 02:59:31.407235
73502044322,596,2,88,HV REWIND BLUE,2018-04-15 02:59:31.407355
73502044322,833,3,60,HV REWIND BLUE,2018-04-15 02:59:31.407568
73502044322,7072,1,70,HV REWIND BLUE,2018-04-15 02:59:31.407841
885609010915,188,1,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.407983
885609010915,196,2,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408147
885609010915,216,1,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408296
885609010915,222,1,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408493
885609010915,237,1,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408619
885609010915,262,0,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408736
885609010915,302,2,224,DY V6 MOTORHEAD ORIG,2018-04-15 02:59:31.408853
851199001145,188,1,9,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.410536
851199001145,196,1,9,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.410731
851199001145,216,0,17,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.410850
851199001145,222,0,6,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.410966
851199001145,224,1,9,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.411094
851199001145,237,0,20,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.411211
851199001145,262,0,9,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.411327
851199001145,302,2,9,PRIMO CERAM CRCK WST,2018-04-15 02:59:31.411443
22653010687,82,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.411606
22653010687,188,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.411828
22653010687,196,1,3.5,STORMBEATER STICK,2018-04-15 02:59:31.411948
22653010687,216,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.412109
22653010687,222,0,2,STORMBEATER STICK,2018-04-15 02:59:31.412312
22653010687,224,1,3.5,STORMBEATER STICK,2018-04-15 02:59:31.412433
22653010687,233,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.412551
22653010687,237,0,1,STORMBEATER STICK,2018-04-15 02:59:31.412668
22653010687,252,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.412786
22653010687,262,1,3.5,STORMBEATER STICK,2018-04-15 02:59:31.412947
22653010687,302,0,3.5,STORMBEATER STICK,2018-04-15 02:59:31.413077
22653010687,352,2,3.5,STORMBEATER STICK,2018-04-15 02:59:31.413195
22653010687,596,3,3.5,STORMBEATER STICK,2018-04-15 02:59:31.413313
22653010687,833,7,3.5,STORMBEATER STICK,2018-04-15 02:59:31.413448
22653010687,3166,2,3.5,STORMBEATER STICK,2018-04-15 02:59:31.413566
35000457325,82,6,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416081
35000457325,122,3,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416220
35000457325,188,7,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416340
35000457325,196,10,5,CG TROLLS GIFT SET,2018-04-15 02:59:31.416458
35000457325,216,14,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416585
35000457325,222,9,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416724
35000457325,224,10,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416869
35000457325,233,2,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.416988
35000457325,237,10,7.8,CG TROLLS GIFT SET,2018-04-15 02:59:31.417118
35000457325,252,5,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.417236
35000457325,262,13,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.417427
35000457325,302,7,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.417547
35000457325,352,8,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.417665
35000457325,833,6,9.88,CG TROLLS GIFT SET,2018-04-15 02:59:31.417808
35000457325,7072,13,8,CG TROLLS GIFT SET,2018-04-15 02:59:31.418007
191537002565,222,0,0.75,BATMAN ACTIVITY CASE,2018-04-15 02:59:31.424052
191537002565,237,0,0.89,BATMAN ACTIVITY CASE,2018-04-15 02:59:31.424195
191537002565,262,0,0.75,BATMAN ACTIVITY CASE,2018-04-15 02:59:31.424314
191537002503,222,0,0.75,HATCHIMAL STAMP CASE,2018-04-15 02:59:31.424449
191537002503,237,0,0.89,HATCHIMAL STAMP CASE,2018-04-15 02:59:31.424580
191537002503,262,0,0.75,HATCHIMAL STAMP CASE,2018-04-15 02:59:31.424698
729849150225,196,1,74,GRDN UNDRGRND FNC,2018-04-15 02:59:31.424817
729849150225,224,0,49,GRDN UNDRGRND FNC,2018-04-15 02:59:31.424951
716281507175,216,2,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425107
716281507175,222,0,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425226
716281507175,237,1,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425344
716281507175,262,0,4.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425461
716281507175,302,0,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425579
716281507175,352,0,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425697
716281507175,596,0,2.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425829
716281507175,833,0,4.5,SLM DGTL TIRE GAUGE,2018-04-15 02:59:31.425949
47475327423,216,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426132
47475327423,222,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426251
47475327423,224,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426369
47475327423,237,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426487
47475327423,262,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426604
47475327423,302,0,1.99,PIG CHAIR,2018-04-15 02:59:31.426723
45496901912,216,0,0.03,WII METROID  OTHER M,2018-04-15 04:01:18.481784
45496901912,224,1,0.03,WII METROID  OTHER M,2018-04-15 04:01:18.482211
45496901912,233,0,0.03,WII METROID  OTHER M,2018-04-15 04:01:18.482792
45496901936,262,1,0.03,WII SAMURAI WARRIOR3,2018-04-15 04:01:20.387234
45496901936,596,0,0.03,WII SAMURAI WARRIOR3,2018-04-15 04:01:20.387564
673419267021,122,4,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.530587
673419267021,188,2,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.530891
673419267021,196,4,40,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531003
673419267021,216,2,40,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531101
673419267021,222,1,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531197
673419267021,224,5,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531291
673419267021,237,3,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531384
673419267021,302,2,30,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531850
673419267021,833,1,11,LG SH ASGARD BATTLE,2018-04-15 04:31:36.531955
723987101002,188,1,5,PUR BLK HZMT FM SYS,2018-04-15 04:31:36.532171
723987101002,196,0,5,PUR BLK HZMT FM SYS,2018-04-15 04:31:36.532325
723987101002,222,1,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.532457
723987101002,224,1,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.532575
723987101002,233,0,13,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.532689
723987101002,237,2,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.532822
723987101002,302,3,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.532959
723987101002,596,1,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.533077
723987101002,833,0,13,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.533199
723987101002,3166,2,5,PUR BLK HZNTL FM SYS,2018-04-15 04:31:36.533315
630509519477,216,2,25,SW GAL E8 CLASS D VE,2018-04-15 04:31:36.535917
630509519477,237,6,25,SW GAL E8 CLASS D VE,2018-04-15 04:31:36.536057
630509519477,252,4,25,SW GAL E8 CLASS D VE,2018-04-15 04:31:36.536171
630509519477,262,4,25,SW GAL E8 CLASS D VE,2018-04-15 04:31:36.536296
630509519477,302,5,25,SW GAL E8 CLASS D VE,2018-04-15 04:31:36.536410
673419263788,216,3,59,LG MC OCEAN MN 21136,2018-04-15 04:31:36.538454
673419263788,302,1,30,LG MC OCEAN MN 21136,2018-04-15 04:31:36.538655
38675122703,82,4,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.543827
38675122703,122,0,15,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.543974
38675122703,188,4,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544190
38675122703,196,2,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544358
38675122703,216,7,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544495
38675122703,222,1,15,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544616
38675122703,237,4,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544746
38675122703,252,4,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544865
38675122703,262,3,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.544985
38675122703,302,4,49,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.545103
38675122703,596,0,15,6V DIS PRINCESS QUAD,2018-04-15 04:31:36.545223
673419267595,122,2,21,LG SW ARRWHD 75186,2018-04-15 04:31:36.547238
673419267595,196,3,45,LG SW ARRWHD 75186,2018-04-15 04:31:36.547358
673419267595,216,2,45,LG SW ARRWHD 75186,2018-04-15 04:31:36.547740
888462350167,122,0,139,IPOD TOUCH 16GB BLUE,2018-04-15 04:31:36.562875
888462350167,252,1,139,IPOD TOUCH 16GB BLUE,2018-04-15 04:31:36.563014
888462350167,596,2,139,IPOD TOUCH 16GB BLUE,2018-04-15 04:31:36.563148
888462350167,833,1,139,IPOD TOUCH 16GB BLUE,2018-04-15 04:31:36.563362
32884191086,82,2,58,EV HR BST CHASE,2018-04-15 04:31:36.578958
32884191086,122,2,58,EV HR BST CHASE,2018-04-15 04:31:36.579268
32884191086,188,5,58,EV HR BST CHASE,2018-04-15 04:31:36.579748
32884191086,196,2,58,EV HR BST CHASE,2018-04-15 04:31:36.580029
32884191086,216,6,58,EV HR BST CHASE,2018-04-15 04:31:36.580217
32884191086,222,1,58,EV HR BST CHASE,2018-04-15 04:31:36.580446
32884191086,224,2,58,EV HR BST CHASE,2018-04-15 04:31:36.580692
32884191086,233,3,58,EV HR BST CHASE,2018-04-15 04:31:36.580938
32884191086,237,5,58,EV HR BST CHASE,2018-04-15 04:31:36.581192
32884191086,252,2,58,EV HR BST CHASE,2018-04-15 04:31:36.581421
32884191086,262,3,58,EV HR BST CHASE,2018-04-15 04:31:36.581688
32884191086,302,5,58,EV HR BST CHASE,2018-04-15 04:31:36.581854
32884191086,352,2,58,EV HR BST CHASE,2018-04-15 04:31:36.582168
32884191086,596,2,58,EV HR BST CHASE,2018-04-15 04:31:36.582404
32884191086,833,5,58,EV HR BST CHASE,2018-04-15 04:31:36.582684
32884191086,3166,1,58,EV HR BST CHASE,2018-04-15 04:31:36.582886
673419265645,82,8,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.583121
673419265645,233,9,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.583389
673419265645,252,8,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.583744
673419265645,262,5,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.584049
673419265645,352,3,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.584320
673419265645,596,7,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.584631
673419265645,833,8,9,LG SW BOUNTY 75167,2018-04-15 04:31:36.584892
24200098117,196,0,5,PERSIL LQ FR LN 100,2018-04-15 04:31:36.608027
24200098117,216,0,9,PERSIL LQ FR LN 100,2018-04-15 04:31:36.608206
24200098117,7072,0,9,PERSIL LQ FR LN 100,2018-04-15 04:31:36.608384
58465805944,262,0,89,RCA 2000 LM PRJCTR,2018-04-15 04:31:36.614362
41525013014,3166,2,3,PM 6X3HR FRLG,2018-04-15 04:31:36.620296
883652849902,188,33,5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.620668
883652849902,196,2,5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.620845
883652849902,216,2,5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.621175
883652849902,224,2,5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.621373
883652849902,237,2,5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.621606
883652849902,262,0,2.5,OT 20Z TUMBLER GL BL,2018-04-15 04:31:36.621792
72613161317,3166,6,8.97,ALL PACS SL 72CT,2018-04-15 04:31:36.629790
630509542369,82,1,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.634792
630509542369,122,5,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.635014
630509542369,188,0,19,TRAR TANGO BUMBLE,2018-04-15 04:31:36.635216
630509542369,196,2,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.635388
630509542369,216,4,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.635672
630509542369,222,0,6,TRAR TANGO BUMBLE,2018-04-15 04:31:36.635915
630509542369,224,4,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.636084
630509542369,233,1,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.636307
630509542369,237,3,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.636482
630509542369,252,1,13,TRAR TANGO BUMBLE,2018-04-15 04:31:36.636734
